rowid_test,type,feature,value,approach,dataset_name,syn_name,run_model,model_name,timestamp
7209,real,finance,0.0517143207635637,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7270,real,finance,0.0517173085441737,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7535,real,finance,0.0218684651481929,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7552,real,finance,0.0435555408640228,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7553,real,finance,0.0572033942258319,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7571,real,finance,0.0569851668810401,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7665,real,finance,-0.0133035162583427,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7670,real,finance,0.0464312412364565,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7680,real,finance,-0.0154464202978379,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7691,real,finance,0.023802097131427,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7695,real,finance,-0.0142986380661043,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7750,real,finance,0.0390582390252638,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
8,syn,finance,-0.0146796033168268,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
61,syn,finance,-0.0227418372556655,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
99,syn,finance,-0.0128819154885602,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
184,syn,finance,-0.0262960314551446,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
311,syn,finance,0.0226430665905032,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
327,syn,finance,0.0114952448622167,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
382,syn,finance,-0.0314052499286921,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
410,syn,finance,-0.0222067722937049,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
454,syn,finance,0.0318938791008263,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
502,syn,finance,-0.0268988781672672,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
561,syn,finance,0.0156945239595852,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
571,syn,finance,0.0130577828521546,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
595,syn,finance,-0.0104067900434321,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
598,syn,finance,0.0189967452192597,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
763,syn,finance,-0.0151021540896111,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
796,syn,finance,-0.0539179888328574,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
818,syn,finance,-0.0142377092870753,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
901,syn,finance,0.0168825968717874,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
937,syn,finance,-0.0327648763534681,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
948,syn,finance,-0.0200654639108751,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1084,syn,finance,-0.0200654639108751,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1104,syn,finance,0.0238443590371399,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1120,syn,finance,-0.0159486061614873,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1139,syn,finance,-0.0133439711538828,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1142,syn,finance,-0.0262960314551446,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1177,syn,finance,-0.0104067900434321,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1180,syn,finance,-0.0280374602216187,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1272,syn,finance,-0.031564579671663,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1327,syn,finance,0.0330559912046826,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1333,syn,finance,-0.0268988781672672,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1342,syn,finance,-0.017388348590181,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1351,syn,finance,0.0156945239595852,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1354,syn,finance,-0.0147740332727165,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1428,syn,finance,-0.0151021540896111,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1462,syn,finance,-0.0177999978633135,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1514,syn,finance,-0.0434702930450912,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1518,syn,finance,-0.0233930640893212,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1572,syn,finance,-0.0425509816607601,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1576,syn,finance,0.0127865610865778,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1586,syn,finance,-0.0287985385374994,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1620,syn,finance,-0.0262960314551446,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1743,syn,finance,0.0238720959720262,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1760,syn,finance,-0.0185367762940671,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1797,syn,finance,-0.0157383150963233,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1815,syn,finance,-0.0089917294188027,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1831,syn,finance,-0.0186513726456863,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1846,syn,finance,0.0256621336789518,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1858,syn,finance,-0.0334357508273048,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1885,syn,finance,-0.0199070154651442,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1938,syn,finance,0.0127865610865778,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1948,syn,finance,-0.0455200445575303,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1969,syn,finance,0.0137296884054411,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1989,syn,finance,-0.0227418372556655,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2049,syn,finance,0.0404597175268947,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2066,syn,finance,0.0207215052333125,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2067,syn,finance,-0.0187533187210048,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2168,syn,finance,0.0185565434035942,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2228,syn,finance,-0.0214256198018416,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2336,syn,finance,0.0318714276101072,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2515,syn,finance,-0.0145107734210043,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2555,syn,finance,-0.0224246253245264,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2585,syn,finance,-0.0327648763534681,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2604,syn,finance,-0.0284224623745553,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2611,syn,finance,-0.0128819154885602,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2623,syn,finance,-0.0330561125989594,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2644,syn,finance,0.00894976487893595,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2738,syn,finance,-0.0287985385374994,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2774,syn,finance,-0.0177906052906939,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2842,syn,finance,-0.0175360267127344,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2887,syn,finance,-0.0089917294188027,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2916,syn,finance,0.0161237490493313,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2917,syn,finance,-0.0136744887526873,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2951,syn,finance,-0.0296536330343065,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3111,syn,finance,-0.0151021540896111,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3137,syn,finance,-0.0128819154885602,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3158,syn,finance,-0.0121758416334562,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3243,syn,finance,-0.0168492100072978,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3265,syn,finance,-0.00661159524008142,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3306,syn,finance,-0.0200654639108751,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3320,syn,finance,0.00804553542113827,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3335,syn,finance,-0.0267890672296712,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3399,syn,finance,-0.0168069614411697,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3403,syn,finance,0.0134734025616394,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3571,syn,finance,-0.0185367762940671,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3603,syn,finance,-0.0203597282128109,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3641,syn,finance,-0.0160030758350465,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3645,syn,finance,0.0247789030107555,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3680,syn,finance,0.0180174252929704,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3681,syn,finance,-0.0136744887526873,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3692,syn,finance,-0.0089917294188027,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3706,syn,finance,-0.00716744789951507,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3716,syn,finance,-0.0127725315591256,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3751,syn,finance,0.0169902763631712,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3779,syn,finance,-0.0151021540896111,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3809,syn,finance,-0.0089917294188027,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3822,syn,finance,-0.0214256198018416,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3832,syn,finance,-0.0248379287094557,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3841,syn,finance,-0.0185367762940671,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3872,syn,finance,-0.0133439711538828,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3887,syn,finance,-0.0262960314551446,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3966,real,social,0.0569955941463746,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
3983,real,social,0.0673717227646836,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4062,real,social,0.0234300359161423,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4073,real,social,0.0228794478017834,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4076,real,social,0.0603356769802242,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4079,real,social,0.0534425350795489,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4093,real,social,0.0515488592544535,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4094,real,social,0.0192645106024766,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4097,real,social,0.0531463583563145,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4099,real,social,0.0641833888483457,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4101,real,social,0.0672006508042587,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4102,real,social,0.0224019087158013,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4109,real,social,0.0396092002859228,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4111,real,social,0.0601612341351634,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4159,real,social,0.0593260712087301,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4168,real,social,0.0733076456651721,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4226,real,social,0.0609938233000459,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4238,real,social,0.0689885442707848,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4349,real,social,0.0515807547186533,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4354,real,social,0.0255415118111688,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4360,real,social,0.0475880511786229,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4361,real,social,0.0524254487122394,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4363,real,social,0.0393928399487412,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4365,real,social,0.0247594157390892,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4415,real,social,0.0616076157268615,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4434,real,social,0.0211392167761214,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4473,real,social,0.0731646344703318,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4971,real,social,-0.0371145339033558,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4972,real,social,-0.00200412117059084,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4973,real,social,0.00992160970618181,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4983,real,social,0.0664550924468925,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4988,real,social,0.0599865466162386,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4994,real,social,-0.0415864542278138,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4996,real,social,0.0626256270712065,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
4997,real,social,0.0111672710433239,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5005,real,social,0.0780176777523104,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5043,real,social,0.0432078520906059,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5082,real,social,0.0549573494204854,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5083,real,social,0.0454720359014372,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5091,real,social,0.0620574073151514,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5100,real,social,0.0192300091895686,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5101,real,social,-0.041073914143431,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5102,real,social,0.0459738916943355,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5103,real,social,0.0397020800247344,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5104,real,social,0.0519295561843205,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5114,real,social,-0.0378840404992602,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5115,real,social,0.0110584892428738,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5118,real,social,0.0570446052784207,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5121,real,social,0.0217490311622385,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5123,real,social,0.0599780976410973,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5124,real,social,0.0056851999213553,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5133,real,social,0.0670954210763431,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5134,real,social,0.0322015876541021,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5136,real,social,0.0666386552011293,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5143,real,social,0.0667916758936297,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5161,real,social,0.0913524993535114,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5165,real,social,0.0907869070041593,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5168,real,social,-0.0329593738175954,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5170,real,social,0.0634194602077515,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5178,real,social,0.0724995755622491,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5179,real,social,0.0675724841622418,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
5186,real,social,0.0878105140769793,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6256,real,social,0.0494298238170977,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6482,real,social,0.0693722165600576,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6496,real,social,0.051798156442286,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6497,real,social,0.0652954024633854,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6511,real,social,0.0600089031092535,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6514,real,social,0.0772481858149451,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6627,real,social,0.0493138878397904,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6629,real,social,-0.0345186147535159,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6631,real,social,0.0582966283991702,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6637,real,social,0.0492497088429119,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6641,real,social,0.0494058405723939,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6642,real,social,0.056034529199769,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6647,real,social,0.0743633330468573,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6648,real,social,0.0671846716946706,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6654,real,social,0.0580857679598123,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6713,real,social,0.0574777399821789,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6764,real,social,0.0502702041686191,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6819,real,social,0.0535544835323669,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6874,real,social,0.0553187319389877,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6889,real,social,0.0103925860039601,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6942,real,social,0.0663128151406544,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
6959,real,social,0.0581759166640821,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7017,real,social,-0.0249987960532554,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7144,real,social,0.0638428042853592,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7145,real,social,0.0422090010578411,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7164,real,social,0.081816679105054,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7209,real,social,0.0898687540163143,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7270,real,social,0.0476275686300618,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7535,real,social,0.0642008030286381,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7552,real,social,-0.0286018924236598,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7553,real,social,0.0633890572600902,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7571,real,social,0.0778702126973702,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7665,real,social,0.0594952903583041,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7670,real,social,0.0709024966141204,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7680,real,social,0.0573405476058162,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7691,real,social,0.0390705216186733,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7695,real,social,0.0651796364047936,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
7750,real,social,0.0538275105886388,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
8,syn,social,-0.0419950355616757,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
61,syn,social,-0.0504264563477869,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
99,syn,social,-0.0480359111021298,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
184,syn,social,-0.0578939124970811,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
311,syn,social,-0.0648527067386964,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
327,syn,social,-0.0855883942423047,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
382,syn,social,0.0481611424629977,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
410,syn,social,-0.0677282497932011,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
454,syn,social,-0.0857793562245606,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
502,syn,social,-0.0140112205491342,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
561,syn,social,-0.0784535860858931,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
571,syn,social,-0.0914610819590297,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
595,syn,social,-0.0536203112196896,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
598,syn,social,-0.0618132887706658,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
763,syn,social,-0.049581979340259,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
796,syn,social,-0.00137302977648268,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
818,syn,social,-0.0651038531191609,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
901,syn,social,-0.0764107152873397,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
937,syn,social,0.0318556431261836,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
948,syn,social,0.044394597478814,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1084,syn,social,0.044394597478814,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1104,syn,social,-0.0509134875500478,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1120,syn,social,-0.0441326417800973,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1139,syn,social,-0.0407125065085577,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1142,syn,social,-0.0578939124970811,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1177,syn,social,-0.0536203112196896,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1180,syn,social,0.0411935109734017,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1272,syn,social,-0.072092839518041,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1327,syn,social,-0.0653361808580455,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1333,syn,social,-0.0140112205491342,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1342,syn,social,-0.0537297633789257,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1351,syn,social,-0.0784535860858931,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1354,syn,social,-0.0457018107613083,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1428,syn,social,-0.049581979340259,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1462,syn,social,-0.0481177521364735,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1514,syn,social,0.0455397780262797,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1518,syn,social,-0.0305051909210279,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1572,syn,social,0.0418421517961717,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1576,syn,social,-0.0659505879308091,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1586,syn,social,-0.0333028247900993,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1620,syn,social,-0.0578939124970811,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1743,syn,social,-0.0526975803881497,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1760,syn,social,-0.052192072672872,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1797,syn,social,-0.0448086608126544,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1815,syn,social,-0.058121196893912,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1831,syn,social,-0.0772750260314408,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1846,syn,social,0.0403452885863489,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1858,syn,social,-0.00176829792152724,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1885,syn,social,-0.0379391273420011,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1938,syn,social,-0.0659505879308091,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1948,syn,social,-0.0393040648283288,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1969,syn,social,-0.0577268075497472,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
1989,syn,social,-0.0504264563477869,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2049,syn,social,-0.0749162819735497,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2066,syn,social,-0.0602601361186151,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2067,syn,social,-0.0300813413178156,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2168,syn,social,-0.0499085664633774,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2228,syn,social,-0.0532222689492386,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2336,syn,social,-0.0835224874820006,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2515,syn,social,-0.0664842451476434,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2555,syn,social,-0.030727935692923,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2585,syn,social,0.0318556431261836,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2604,syn,social,-0.0129239104795555,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2611,syn,social,-0.0480359111021298,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
2623,syn,social,0.0519975009438822,independence,nursery,CTGAN,8,xgboost,2025-02-25 11:04:36
